iter	RMSE
1665	7894.329536
1666	7893.901202
1667	7893.275653
1668	7892.872806
1669	7892.134142
1670	7891.379463
1671	7890.825548
1672	7890.332856
1673	7889.698383
1674	7889.138683
1675	7888.290428
1676	7887.848692
1677	7887.401739
1678	7887.082847
1679	7886.585609
1680	7886.273013
1681	7886.001177
1682	7885.480327
1683	7885.010439
1684	7884.191916
1685	7883.693594
1686	7883.324194
1687	7882.717727
1688	7882.196083
1689	7881.745195
1690	7881.203685
1691	7880.64839
1692	7880.150556
1693	7879.462244
1694	7878.837272
1695	7878.307399
1696	7877.93743
1697	7877.536309
1698	7877.17568
1699	7876.565783
1700	7876.201853
1701	7875.411922
1702	7874.890064
1703	7874.055456
1704	7873.040221
1705	7872.788922
1706	7872.359604
1707	7871.960473
1708	7871.543051
1709	7871.16823
1710	7870.651223
1711	7870.19674
1712	7869.637483
1713	7869.080437
1714	7868.598162
1715	7868.291408
1716	7867.836363
1717	7867.365914
1718	7866.579061
1719	7865.937516
1720	7865.515106
1721	7864.879058
1722	7864.560111
1723	7863.939074
1724	7863.64333
1725	7863.098942
1726	7862.338143
1727	7862.058046
1728	7861.603542
1729	7861.119518
1730	7860.626909
1731	7859.884101
1732	7859.390927
1733	7858.964239
1734	7858.464722
1735	7858.009607
1736	7857.760581
1737	7857.019166
1738	7856.073742
1739	7855.54447
1740	7855.281009
1741	7854.569078
1742	7854.200698
1743	7853.744905
1744	7852.983627
1745	7852.30751
1746	7851.881185
1747	7851.112705
1748	7850.536745
1749	7850.335127
1750	7849.547409
1751	7849.021425
1752	7848.379755
1753	7847.793742
1754	7847.385363
1755	7847.150415
1756	7846.503175
1757	7846.002684
1758	7845.432287
1759	7845.004299
1760	7844.721546
1761	7844.193276
1762	7843.520965
1763	7843.094176
1764	7842.574208
1765	7842.21995
1766	7841.977041
1767	7841.584693
1768	7841.162865
1769	7840.283053
1770	7839.586485
1771	7839.231143
1772	7838.525123
1773	7838.096461
1774	7837.409017
1775	7836.865332
1776	7836.501309
1777	7836.093597
1778	7835.810806
1779	7835.285327
1780	7834.7805
1781	7834.315872
1782	7833.76187
1783	7833.393168
1784	7832.653501
1785	7832.381783
1786	7832.091007
1787	7831.49231
1788	7830.872894
1789	7830.422989
1790	7829.61601
1791	7829.070967
1792	7828.622948
1793	7828.129702
1794	7827.793476
1795	7827.326552
1796	7826.658687
1797	7826.267621
1798	7825.821989
1799	7825.499688
1800	7825.124034
1801	7824.804199
1802	7824.330733
1803	7823.716547
1804	7823.245013
1805	7822.684483
1806	7822.268272
1807	7821.525948
1808	7820.846608
1809	7820.328181
1810	7819.773591
1811	7819.243965
1812	7818.869456
1813	7818.396759
1814	7817.982333
1815	7817.404636
1816	7817.081873
1817	7816.580258
1818	7816.14677
1819	7815.796796
1820	7815.151338
1821	7814.752475
1822	7813.917647
1823	7813.427837
1824	7813.080779
1825	7812.678163
1826	7811.849463
1827	7811.428824
1828	7811.170588
1829	7810.917192
1830	7810.22365
1831	7809.659575
1832	7808.917619
1833	7808.24392
1834	7807.720096
1835	7807.215556
1836	7806.344192
1837	7805.929096
1838	7805.64435
1839	7804.922708
1840	7804.407493
1841	7804.158649
1842	7803.590436
1843	7803.136746
1844	7802.710553
1845	7802.232046
1846	7802.021146
1847	7801.704535
1848	7801.197858
1849	7800.93663
1850	7800.660765
1851	7800.378217
1852	7799.947587
1853	7799.250475
1854	7798.709511
1855	7798.483422
1856	7798.067265
1857	7797.442716
1858	7796.71286
1859	7796.406567
1860	7795.965488
1861	7795.59998
1862	7795.230628
1863	7794.724855
1864	7794.410357
1865	7793.880771
1866	7793.302018
1867	7793.024958
1868	7792.583677
1869	7792.196909
1870	7791.653128
1871	7791.164439
1872	7790.807293
1873	7790.493289
1874	7790.266503
1875	7789.847413
1876	7789.149408
1877	7788.941086
1878	7788.359322
1879	7787.813425
1880	7787.423507
1881	7786.949752
1882	7786.424288
1883	7786.133453
1884	7785.734873
1885	7785.522366
1886	7785.151479
1887	7784.655091
1888	7784.022086
1889	7783.620411
1890	7783.287542
1891	7782.714589
1892	7782.319928
1893	7781.870075
1894	7781.486824
1895	7781.294131
1896	7780.646859
1897	7780.32845
1898	7779.933074
1899	7779.685636
1900	7779.142921
1901	7778.663348
1902	7778.390057
1903	7777.863691
1904	7777.044845
1905	7776.709229
1906	7776.453013
1907	7775.971318
1908	7775.362459
1909	7774.761085
1910	7774.318494
1911	7774.041776
1912	7773.771455
1913	7773.136359
1914	7772.730815
1915	7772.350069
1916	7771.884842
1917	7771.534632
1918	7771.212976
1919	7770.750205
1920	7770.494828
1921	7769.959707
1922	7769.717484
1923	7769.433284
1924	7768.984711
1925	7768.650956
1926	7768.399848
1927	7767.91919
1928	7767.376232
1929	7766.917444
1930	7766.555604
1931	7765.796893
1932	7765.382111
1933	7764.760294
1934	7764.267059
1935	7763.881479
1936	7763.128681
1937	7762.508568
1938	7762.004518
1939	7761.179692
1940	7760.681342
1941	7760.333327
1942	7759.777039
1943	7759.344768
1944	7758.923139
1945	7758.427324
1946	7758.040571
1947	7757.408378
1948	7756.989233
1949	7756.663436
1950	7756.215874
1951	7755.957632
1952	7755.704878
1953	7755.132211
1954	7754.927432
1955	7754.648819
1956	7754.164093
1957	7753.692808
1958	7753.283148
1959	7753.037723
1960	7752.639244
1961	7752.068359
1962	7751.297921
1963	7750.864672
1964	7750.526373
1965	7750.21116
1966	7749.90637
1967	7749.427477
1968	7748.812116
1969	7748.33788
1970	7747.885505
1971	7747.510705
1972	7747.16139
1973	7746.748478
1974	7746.271671
1975	7745.912226
1976	7745.532691
1977	7745.120691
1978	7744.897753
1979	7744.56925
1980	7744.232846
1981	7744.004025
1982	7743.727502
1983	7743.253168
1984	7742.675411
1985	7742.502181
1986	7742.221883
1987	7741.920209
1988	7741.383133
1989	7740.788412
1990	7740.275948
1991	7739.969266
1992	7739.199747
1993	7738.887938
1994	7738.461722
1995	7738.029615
1996	7737.614916
1997	7737.170127
1998	7736.826722
1999	7736.602161
